0,1,2,3,4,5,6,7,8,9,10,11,12,price(in lakhs)
0.8981926080880603,-0.30751276891250107,-1.127232214725381,-0.35080112597466223,-0.03039593747591164,-0.16206772535955502,2.0,0.0,0.0,1.0,1.0,0.0,0.0,78.99
-1.4533319897847614,-0.30751276891250107,-0.2962312140704363,-0.321641340271401,-0.030395964811280464,-0.024307162010968053,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.08
0.22632843726725416,-0.30751276891250107,1.6035156977278737,-0.3157574665983394,-0.030395964037637953,-0.15470085031417602,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.55
0.22632843726725416,-0.30751276891250107,0.6086289785329512,-0.3298181941258764,-0.030395964811280464,-0.035177395411260595,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.85
-0.445535733553552,3.012401203923955,-0.33200356924915214,-0.3323058613038252,-0.03039596032111999,-0.1675519545600038,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.5
0.5622605226776572,-0.30751276891250107,0.09808156875108875,-0.3259893498606855,-0.03039595270605054,0.13815698898978976,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41.5
0.8981926080880603,-0.30751276891250107,-1.1494920817918701,-0.3408504572628669,-0.030395938598451758,0.2918300024363953,2.0,0.0,1.0,0.0,1.0,0.0,0.0,97.0
1.2341246934984635,-0.30751276891250107,-1.0931957207399234,-0.3229176216931313,-0.030395967830003215,-0.05942259972727453,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.1
-0.445535733553552,-0.30751276891250107,0.181573088497416,-0.33154874520618854,-0.030395960260442147,-0.14998605028513348,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.24
0.22632843726725416,-0.30751276891250107,0.1452901859089183,-0.33003451301091535,-0.030395964796111005,-0.154979154482557,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.3
1.2341246934984635,-1.9674697553307292,1.160428619025188,1.3518448181675438,-0.030395921745180524,-0.1682067878973708,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.2
-1.1173999043743583,-0.30751276891250107,1.1843903107909501,-0.3291692374707592,-0.030395964811280464,-0.16784662956181895,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.68
1.5700567789088666,-0.30751276891250107,-1.2974146846526684,3.9368554943839533,-0.030395525260976865,-0.16264070452975116,0.0,0.0,0.0,1.0,1.0,0.0,0.0,48.5
1.2341246934984635,-0.30751276891250107,-0.5486118169726036,-0.3524667813894628,-0.030395938598451758,0.2918300024363953,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.05
-1.1173999043743583,-0.30751276891250107,0.5745924845474937,-0.3324140207463447,-0.030395960260442147,-0.14998605028513348,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.9
-2.1251961606055674,-0.30751276891250107,1.6948696475848415,-0.33442578637720766,-0.030395964796111005,-0.15709099199556564,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.59
0.8981926080880603,-0.30751276891250107,-0.7528307808853486,-0.34279732722821815,-0.03039595338867629,-0.16601309621719132,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37.5
-0.7814678189639551,-0.30751276891250107,1.515973835197277,-0.3298181941258764,-0.030395964811280464,-0.03522650791156312,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.1
0.5622605226776572,-0.30751276891250107,-1.1612687087108384,-0.33425273126917643,-0.03039595270605054,0.13815698898978976,0.0,0.0,1.0,0.0,1.0,0.0,1.0,49.5
