car_name,registration_year,insurance_validity,fuel_type,ownsership,transmission,manufacturing_year,seats,kms_driven,mileage(kmpl),engine(cc),torque(Nm),price(in lakhs),short_carname
2020 Jaguar F-Pace Prestige 2.0 AWD,2020,Third Party,Diesel,First Owner,Automatic,2020,5.0,30000.0,16.38,1999.0,177.0,39.0,Jaguar F-Pace
2017 Maruti Ignis Zeta,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,32002.0,20.89,1197.0,8180.0,4.41,Maruti Ignis
2018 Renault Duster 85PS Diesel RxS,2018,Comprehensive,Diesel,First Owner,Manual,2018,5.0,105000.0,19.87,1461.0,838.0,5.25,Renault Duster
2017 BMW 3 Series 320d,2017,Third Party,Diesel,First Owner,Automatic,2017,5.0,30000.0,22.69,1995.0,190.0,16.0,BMW 3
2020 Maruti Wagon R VXI 1.2,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,20827.0,20.52,1197.0,8180.0,4.6,Maruti Wagon
2017 Mahindra Bolero mHAWK D70 ZLX,2017,Third Party,Diesel,Second Owner,Manual,2017,7.0,37852.0,16.5,1493.0,70.0,6.75,Mahindra Bolero
2022 Tata Harrier XZA AT BSVI,2022,Comprehensive,Diesel,First Owner,Automatic,2022,5.0,16683.0,14.6,1956.0,16767.0,19.24,Tata Harrier
2011 Hyundai i10 Magna 1.2,2011,Comprehensive,Petrol,First Owner,Manual,2011,5.0,53135.0,1197.0,789.0,1117.0,1.8,Hyundai i10
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,32230.0,18.9,1197.0,8186.0,5.13,Hyundai Grand
2022 BMW 5 Series 520d Luxury Line,2022,Comprehensive,Diesel,First Owner,Automatic,2022,5.0,11000.0,20.37,1995.0,18774.0,69.5,BMW 5
2022 Volkswagen Taigun 1.0 TSI Topline AT BSVI,2022,Comprehensive,Petrol,First Owner,Automatic,2022,5.0,10400.0,18.41,999.0,11398.0,16.35,Volkswagen Taigun
2022 Hyundai Grand i10 Nios Asta,2022,Comprehensive,Petrol,First Owner,Manual,2022,5.0,23748.0,20.7,1197.0,8186.0,6.55,Hyundai Grand
2018 Honda Amaze V CVT Petrol,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,13513.0,18.3,1199.0,8876.0,7.65,Honda Amaze
2022 Tata Nexon XZA Plus AMT BSVI,2022,Third Party,Petrol,First Owner,Automatic,2022,5.0,12952.0,17.05,1199.0,11835.0,10.99,Tata Nexon
2014 Hyundai Grand i10 Sportz,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,22672.0,18.9,1197.0,82.0,3.84,Hyundai Grand
2012 Maruti Wagon R VXI BS IV,2012,Comprehensive,Petrol,First Owner,Manual,2012,5.0,23000.0,18.9,998.0,671.0,2.9,Maruti Wagon
2017 Hyundai i20 Sportz 1.2,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,41048.0,18.6,1197.0,8183.0,5.48,Hyundai i20
2021 BMW 5 Series 520d Luxury Line,2021,Comprehensive,Diesel,First Owner,Automatic,2021,5.0,10000.0,20.37,1995.0,18774.0,58.75,BMW 5
2013 Hyundai i10 Sportz,2013,Comprehensive,Petrol,First Owner,Manual,2013,5.0,1800.0,20.36,1197.0,789.0,3.15,Hyundai i10
2019 Jeep Compass 1.4 Limited Plus BSIV,2019,Comprehensive,Petrol,First Owner,Automatic,2019,5.0,34000.0,16.0,1368.0,16077.0,17.5,Jeep Compass
2016 Maruti Baleno 1.2 Zeta,2016,Third Party,Petrol,First Owner,Manual,2016,5.0,40000.0,21.4,1197.0,831.0,4.7,Maruti Baleno
2021 Toyota Urban cruiser Premium AT,2021,Zero Dep,Petrol,First Owner,Automatic,2021,5.0,30000.0,18.76,1462.0,10326.0,11.4,Toyota Urban
2018 Hyundai Grand i10 Sportz,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,22700.0,18.9,1197.0,8186.0,5.45,Hyundai Grand
2019 BMW X7 xDrive 40i M Sport,2019,Comprehensive,Petrol,First Owner,Automatic,2019,7.0,28000.0,10.54,2998.0,33525.0,99.0,BMW X7
2018 Hyundai Creta 1.6 VTVT AT SX Plus,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,29146.0,13.0,1591.0,1213.0,11.35,Hyundai Creta
2022 Maruti Baleno Alpha AMT BSVI,2022,Comprehensive,Petrol,First Owner,Automatic,2022,5.0,5500.0,22.94,1197.0,8850.0,9.35,Maruti Baleno
2014 Hyundai i10 Sportz,2014,Comprehensive,Petrol,Second Owner,Manual,2014,5.0,35925.0,20.36,1197.0,789.0,3.14,Hyundai i10
2018 Maruti Wagon R VXI AMT,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,57999.0,21.79,998.0,6705.0,4.59,Maruti Wagon
2017 Maruti Baleno 1.2 Alpha,2017,Comprehensive,Petrol,Second Owner,Manual,2017,5.0,14352.0,21.4,1197.0,831.0,5.87,Maruti Baleno
2014 Maruti Ertiga VXI CNG,2014,Comprehensive,CNG,First Owner,Manual,2014,7.0,49999.0,22.8,1373.0,809.0,6.34,Maruti Ertiga
2018 Maruti Baleno 1.2 Zeta,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,21194.0,21.4,1197.0,831.0,6.37,Maruti Baleno
2020 Hyundai Grand i10 Nios Sportz CNG,2020,Comprehensive,CNG,First Owner,Manual,2020,5.0,27019.0,1197.0,6805.0,952.0,6.7,Hyundai Grand
2020 Maruti Vitara Brezza ZDi AMT,2020,Comprehensive,Diesel,First Owner,Automatic,2020,5.0,24000.0,24.3,1248.0,885.0,9.95,Maruti Vitara
2020 Volvo XC40 T4 R-Design BSIV,2020,Third Party,Petrol,First Owner,Automatic,2020,5.0,22600.0,1969.0,190.0,300.0,37.75,Volvo XC40
2022 Volvo XC 90 B6 Inscription 7STR,2022,Third Party,Petrol,First Owner,Automatic,2022,7.0,10000.0,17.2,1969.0,29589.0,85.0,Volvo XC
2021 Audi Q2 Premium,2021,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,9700.0,1984.0,18774.0,320.0,35.49,Audi Q2
2020 Maruti Baleno Zeta,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,13519.0,21.01,1197.0,8180.0,6.94,Maruti Baleno
2017 Hyundai Creta 1.6 VTVT AT SX Plus,2017,Comprehensive,Petrol,First Owner,Automatic,2017,5.0,45017.0,13.0,1591.0,1213.0,8.75,Hyundai Creta
2013 Maruti Swift VXI BSIV,2013,Comprehensive,Petrol,First Owner,Manual,2013,5.0,78308.0,22.0,1197.0,8180.0,3.57,Maruti Swift
2017 Honda Jazz V CVT,2017,Third Party,Petrol,First Owner,Automatic,2017,5.0,79852.0,18.2,1199.0,887.0,5.69,Honda Jazz
2016 Hyundai EON Magna Plus,2016,Zero Dep,Petrol,First Owner,Manual,2016,5.0,18049.0,21.1,814.0,552.0,3.15,Hyundai EON
2022 Volkswagen Taigun 1.0 TSI Topline ES,2022,Comprehensive,Petrol,First Owner,Manual,2022,5.0,19500.0,19.87,999.0,11398.0,16.21,Volkswagen Taigun
2018 Audi Q5 35TDI,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,35000.0,17.01,1968.0,188.0,41.99,Audi Q5
2021 Maruti Ignis Zeta BSVI,2021,Comprehensive,Petrol,First Owner,Manual,2021,5.0,7643.0,20.89,1197.0,8180.0,6.19,Maruti Ignis
2015 Hyundai i20 Magna 1.2,2015,Third Party,Petrol,First Owner,Manual,2015,5.0,12000.0,18.6,1197.0,8183.0,5.31,Hyundai i20
2014 Hyundai Grand i10 AT Asta,2015,Comprehensive,Petrol,First Owner,Automatic,2014,5.0,22316.0,18.9,1197.0,82.0,4.54,Hyundai Grand
2021 MG Hector Sharp CVT,2021,Third Party,Petrol,Second Owner,Automatic,2021,5.0,40000.0,1451.0,141.0,250.0,16.0,MG Hector
2010 Hyundai i10 Magna 1.2,2010,Third Party,Petrol,First Owner,Manual,2010,5.0,45221.0,1197.0,789.0,1117.0,2.35,Hyundai i10
2021 Maruti Baleno Zeta CVT,2021,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,35000.0,19.56,1197.0,8180.0,8.45,Maruti Baleno
2021 BMW X7 xDrive 40i M Sport,2021,Zero Dep,Petrol,First Owner,Automatic,2021,7.0,7000.0,10.54,2998.0,33525.0,1.15,BMW X7
2020 MG Hector Sharp Diesel MT,2020,Third Party,Diesel,First Owner,Manual,2020,5.0,40000.0,17.41,1956.0,16768.0,17.0,MG Hector
2016 Honda City i VTEC SV,2016,Comprehensive,Petrol,Second Owner,Manual,2016,5.0,38671.0,17.8,1497.0,1173.0,6.25,Honda City
2012 Hyundai i20 1.2 Sportz Option,2012,Third Party,Petrol,Second Owner,Manual,2012,5.0,49303.0,17.0,1197.0,805200.0,2.8,Hyundai i20
2014 Nissan Sunny XL CVT,2014,Comprehensive,Petrol,First Owner,Automatic,2014,5.0,65000.0,17.97,1498.0,9961.0,2.95,Nissan Sunny
2018 Audi Q3 30 TFSI Premium FWD,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,68000.0,16.9,1395.0,14751.0,24.99,Audi Q3
2019 Hyundai Venue SX Turbo,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,17536.0,18.27,998.0,11835.0,9.7,Hyundai Venue
2017 Honda Jazz 1.2 V i VTEC,2017,Third Party,Petrol,First Owner,Manual,2017,5.0,30400.0,18.7,1199.0,887.0,5.35,Honda Jazz
2020 MG Hector Hybrid Sharp MT,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,15071.0,1451.0,141.0,250.0,14.28,MG Hector
2015 Maruti SX4 S Cross DDiS 200 Zeta,2015,Comprehensive,Diesel,First Owner,Manual,2015,5.0,80100.0,23.65,1248.0,885.0,6.25,Maruti SX4
2021 Hyundai Verna SX IVT,2021,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,10773.0,18.45,1497.0,11318.0,11.85,Hyundai Verna
2020 Tata Tigor XZA Plus,2020,Zero Dep,Petrol,First Owner,Automatic,2020,5.0,10957.0,20.3,1199.0,8381.0,7.53,Tata Tigor
2022 Tata Tiago XZ,2022,Comprehensive,Petrol,First Owner,Manual,2022,5.0,19000.0,20.09,1199.0,8482.0,7.45,Tata Tiago
2015 Hyundai Verna 1.6 SX CRDI (O) AT,2015,Third Party,Diesel,Second Owner,Automatic,2015,5.0,87900.0,22.32,1582.0,12632.0,6.5,Hyundai Verna
2021 Maruti Ignis Zeta AMT BSVI,2022,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,16100.0,20.89,1197.0,8180.0,6.44,Maruti Ignis
2016 Toyota Etios Cross 1.4L VD,2016,Comprehensive,Diesel,First Owner,Manual,2016,5.0,48650.0,23.59,1364.0,6706.0,5.25,Toyota Etios
2018 Hyundai Creta 1.6 SX Automatic,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,29252.0,14.8,1591.0,1213.0,11.05,Hyundai Creta
2022 Maruti Ignis Sigma BSVI,2022,Third Party,Petrol,First Owner,Manual,2022,5.0,2300.0,1197.0,8180.0,113.0,5.9,Maruti Ignis
2018 Honda Jazz V CVT,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,19446.0,18.2,1199.0,887.0,6.5,Honda Jazz
2022 Maruti Ertiga VXI CNG,2022,Third Party,CNG,First Owner,Manual,2022,7.0,26500.0,26.11,1462.0,8663.0,11.5,Maruti Ertiga
2020 Hyundai Creta SX Opt Diesel AT BSVI,2020,Comprehensive,Diesel,First Owner,Automatic,2020,5.0,35000.0,1493.0,11345.0,250.0,17.41,Hyundai Creta
2017 Honda WR-V i-VTEC S,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,49000.0,17.5,1199.0,887.0,5.85,Honda WR-V
2018 Volkswagen Polo 1.0 MPI Comfortline,2018,Comprehensive,Petrol,Second Owner,Manual,2018,5.0,40000.0,18.78,999.0,75.0,4.75,Volkswagen Polo
2018 Maruti Swift Dzire VXI,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,34756.0,20.85,1197.0,8314.0,6.1,Maruti Swift
